timestamp	URL	count	average (ms)	p90 (ms)
2025-02-24 15:06	/api/orders/recent	4923	152	237
2025-02-24 15:06	/products/latest	1519	162	419
2025-02-24 15:06	/api/orders/recent	962	298	453
2025-02-24 15:06	/api/notifications	1424	201	252
2025-02-24 15:06	/contact-us	230	289	519
2025-02-24 15:06	/api/user/preferences	2059	149	453
2025-02-24 15:06	/cart/view	953	141	492
2025-02-24 15:06	/api/wishlist/add	2636	198	574
2025-02-24 15:06	/search?q=tv	1692	220	552
2025-02-24 15:06	/api/loyalty/rewards	1671	222	491
2025-02-24 15:06	/products/latest	975	204	282
2025-02-24 15:06	/api/giftcards	2695	180	293
2025-02-24 15:06	/checkout/confirmation	4202	224	452
2025-02-24 15:06	/api/shipping/rates	2187	249	521
2025-02-24 15:06	/api/support/ticket	4956	122	461
2025-02-24 15:06	/cart/view	2216	221	447
2025-02-24 15:06	/contact-us	1210	181	432
2025-02-24 15:06	/api/loyalty/rewards	3635	166	236
2025-02-24 15:06	/api/giftcards	4159	211	478
2025-02-24 15:06	/api/recommendations	3061	175	257
2025-02-24 15:06	/api/wishlist/add	174	261	508
2025-02-24 15:06	/api/discounts	4679	182	503
2025-02-24 15:06	/user/profile/update	1659	154	550
2025-02-24 15:06	/api/discounts	1028	206	494
2025-02-24 15:06	/home	1377	198	273
2025-02-24 15:06	/products/popular	4473	272	446
2025-02-24 15:06	/api/social/connect	2708	267	646
2025-02-24 15:06	/privacy-policy	3222	259	509
2025-02-24 15:06	/api/notifications	890	189	372
2025-02-24 15:06	/api/payment/initiate	4559	187	531
2025-02-24 15:06	/products/sale	4006	262	542
2025-02-24 15:06	/api/loyalty/rewards	4120	217	325
2025-02-24 15:06	/api/analytics/events	1062	139	487
2025-02-24 15:06	/api/wishlist/add	1720	163	488
2025-02-24 15:06	/about-us	4837	222	512
2025-02-24 15:06	/checkout/confirmation	2515	177	429
2025-02-24 15:06	/search?q=watch	978	282	681
2025-02-24 15:06	/api/getUserData	2610	226	532
2025-02-24 15:06	/products/popular	1478	228	575
2025-02-24 15:11	/api/support/chat	3142	248	560
2025-02-24 15:11	/search?q=tv	3042	191	509
2025-02-24 15:11	/api/refunds/status	3260	191	355
2025-02-24 15:11	/home/featured	1418	129	355
2025-02-24 15:11	/products/sale	3208	251	595
2025-02-24 15:11	/login	4586	204	417
2025-02-24 15:11	/products/sale	997	142	501
2025-02-24 15:11	/api/analytics/events	4624	184	238
2025-02-24 15:11	/api/wishlist/add	1272	132	351
2025-02-24 15:11	/api/user/logout	3216	158	527
2025-02-24 15:11	/checkout	1853	131	205
2025-02-24 15:11	/products/popular	3418	213	566
2025-02-24 15:11	/search?q=tv	3106	175	488
2025-02-24 15:11	/about-us	489	283	664
2025-02-24 15:11	/checkout/confirmation	4187	259	652
2025-02-24 15:11	/search?q=headphones	181	233	509
2025-02-24 15:11	/api/social/connect	4162	177	394
2025-02-24 15:11	/privacy-policy	3808	234	495
2025-02-24 15:11	/contact-us	4330	184	481
2025-02-24 15:11	/api/newsletter/subscribe	3980	138	308
2025-02-24 15:11	/products/latest	1489	288	418
2025-02-24 15:11	/faq	4733	233	500
2025-02-24 15:11	/api/giftcards	4696	136	285
2025-02-24 15:11	/api/support/ticket	4443	152	364
2025-02-24 15:11	/api/analytics/events	1480	260	504
2025-02-24 15:11	/search?q=phone	2717	241	311
2025-02-24 15:11	/api/user/preferences	3729	276	652
2025-02-24 15:11	/api/recommendations	1600	137	271
2025-02-24 15:11	/blog/latest	1597	253	401
2025-02-24 15:11	/api/download/app	958	220	544
2025-02-24 15:11	/api/recommendations	1636	257	375
2025-02-24 15:11	/api/shipping/rates	3077	300	393
2025-02-24 15:11	/products/popular	2977	215	613
2025-02-24 15:11	/api/cart/add	4023	182	331
2025-02-24 15:11	/api/payment/status	4411	244	552
2025-02-24 15:11	/api/reviews/latest	2788	138	266
2025-02-24 15:11	/home/featured	2607	122	339
2025-02-24 15:11	/api/orders/recent	4136	152	465
2025-02-24 15:11	/products/sale	3362	124	333
2025-02-24 15:11	/search?q=tv	1031	161	559
2025-02-24 15:11	/privacy-policy	466	147	247
2025-02-24 15:11	/api/notifications	1110	294	547
2025-02-24 15:11	/api/cart/remove	4053	125	234
2025-02-24 15:11	/home/featured	3135	298	626
2025-02-24 15:11	/api/getUserData	1842	272	383
2025-02-24 15:11	/api/location/detect	169	259	635
2025-02-24 15:11	/api/download/app	2523	297	351
2025-02-24 15:11	/api/recommendations	2452	205	264
2025-02-24 15:11	/api/cart/add	2067	125	418
2025-02-24 15:11	/api/social/connect	4845	164	486
2025-02-24 15:16	/privacy-policy	3822	233	294
2025-02-24 15:16	/api/notifications	3453	183	419
2025-02-24 15:16	/api/location/detect	4457	139	539
2025-02-24 15:16	/home	4044	122	467
2025-02-24 15:16	/products/sale	3586	196	500
2025-02-24 15:16	/faq	3868	183	447
2025-02-24 15:16	/api/wishlist/add	3065	179	557
2025-02-24 15:16	/api/payment/initiate	3350	212	463
2025-02-24 15:16	/privacy-policy	4320	179	496
2025-02-24 15:16	/terms-of-service	3390	246	564
2025-02-24 15:16	/api/recommendations	2519	280	561
2025-02-24 15:16	/contact-us	1527	285	374
2025-02-24 15:16	/home/featured	122	231	387
2025-02-24 15:16	/api/social/connect	4741	282	560
2025-02-24 15:16	/faq	4563	241	404
2025-02-24 15:16	/api/newsletter/subscribe	1843	294	685
2025-02-24 15:16	/api/user/logout	883	270	390
2025-02-24 15:16	/api/newsletter/subscribe	2254	283	480
2025-02-24 15:16	/search?q=headphones	3940	158	258
2025-02-24 15:16	/faq	3699	258	573
2025-02-24 15:16	/api/user/preferences	1762	217	388
2025-02-24 15:16	/api/support/chat	297	208	576
2025-02-24 15:16	/api/orders/recent	2292	254	326
2025-02-24 15:16	/api/notifications	155	266	539
2025-02-24 15:16	/api/giftcards	2124	210	428
2025-02-24 15:16	/api/payment/initiate	1774	223	405
2025-02-24 15:16	/terms-of-service	4189	127	258
2025-02-24 15:16	/search?q=headphones	1927	131	443
2025-02-24 15:16	/api/wishlist/add	4782	158	520
2025-02-24 15:16	/api/loyalty/rewards	4622	241	334
2025-02-24 15:16	/api/giftcards	1869	170	392
2025-02-24 15:16	/search?q=watch	4743	172	384
2025-02-24 15:16	/api/user/preferences	4284	287	421
2025-02-24 15:16	/api/user/preferences	1737	244	575
2025-02-24 15:16	/api/notifications	2166	219	397
2025-02-24 15:16	/api/cart/remove	3905	278	426
2025-02-24 15:16	/api/payment/initiate	1391	227	533
2025-02-24 15:16	/blog/latest	1448	169	456
2025-02-24 15:16	/search?q=phone	3059	234	624
2025-02-24 15:16	/login	4556	241	422
2025-02-24 15:16	/terms-of-service	3921	123	338
2025-02-24 15:16	/api/wishlist/add	4443	237	302
2025-02-24 15:16	/terms-of-service	1936	121	405
2025-02-24 15:16	/api/loyalty/rewards	106	193	586
2025-02-24 15:16	/api/analytics/events	2923	174	445
2025-02-24 15:16	/privacy-policy	559	182	367
2025-02-24 15:16	/contact-us	1174	140	301
2025-02-24 15:16	/api/discounts	1086	297	563
2025-02-24 15:16	/api/refunds/status	2702	151	272
2025-02-24 15:16	/api/payment/status	3722	192	303
2025-02-24 15:21	/api/user/preferences	4662	244	369
2025-02-24 15:21	/api/download/app	1512	223	447
2025-02-24 15:21	/about-us	3845	259	405
2025-02-24 15:21	/search?q=watch	4017	268	321
2025-02-24 15:21	/about-us	356	182	563
2025-02-24 15:21	/api/notifications	3600	164	466
2025-02-24 15:21	/api/orders/recent	2631	149	466
2025-02-24 15:21	/api/cart/add	3035	288	534
2025-02-24 15:21	/search?q=product	3790	198	316
2025-02-24 15:21	/home/featured	2235	132	418
2025-02-24 15:21	/search?q=phone	3151	121	381
2025-02-24 15:21	/api/giftcards	4987	133	261
2025-02-24 15:21	/search?q=watch	3624	169	343
2025-02-24 15:21	/api/discounts	3897	251	419
2025-02-24 15:21	/api/inventory/stock	3301	162	435
2025-02-24 15:21	/api/newsletter/subscribe	184	267	325
2025-02-24 15:21	/contact-us	3782	172	315
2025-02-24 15:21	/user/profile/update	3068	174	330
2025-02-24 15:21	/search?q=tv	4263	185	267
2025-02-24 15:21	/api/loyalty/rewards	2449	146	530
2025-02-24 15:21	/faq	2871	284	450
2025-02-24 15:21	/account/settings	3031	124	245
2025-02-24 15:21	/products/latest	2727	142	464
2025-02-24 15:21	/api/support/chat	2951	138	488
2025-02-24 15:21	/search?q=laptop	2047	272	390
2025-02-24 15:21	/products/sale	3839	146	490
2025-02-24 15:21	/api/newsletter/subscribe	2150	172	406
2025-02-24 15:21	/api/social/connect	1112	235	514
2025-02-24 15:21	/api/newsletter/subscribe	1429	277	668
2025-02-24 15:21	/user/profile/update	3614	151	269
2025-02-24 15:21	/api/refunds/status	3208	132	194
2025-02-24 15:21	/api/social/connect	3931	191	250
2025-02-24 15:21	/search?q=headphones	2517	175	429
2025-02-24 15:21	/faq	2071	136	412
2025-02-24 15:21	/api/wishlist/add	4313	123	439
